Doc_Number,Document_Name,Contract_Section,Category,Review_Status,Notes,Filename,Appendix_Number,Priority,Document_Type,File_Type,Size_MB,Modified_Date,Full_Path
780,081_Uninterruptible Power Supply (PCO 169) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 081 Uninterruptible Power Supply - signed.pdf,CO 81,MEDIUM,Change Orders,.PDF,0.14,2021-03-29,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 076-100/081_Uninterruptible Power Supply (PCO 169) (Executed)/Executed CO (Final Docs)/C9015 CO 081 Uninterruptible Power Supply - signed.pdf
781,082_Shotcrete at RSUP Tunnel (PCO 206) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 082 Shotcrete at RSUP Tunnel - signed.pdf,CO 82,MEDIUM,Change Orders,.PDF,0.13,2021-03-11,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 076-100/082_Shotcrete at RSUP Tunnel (PCO 206) (Executed)/Executed CO (Final Docs)/C9015 CO 082 Shotcrete at RSUP Tunnel - signed.pdf
782,083_CSL Testing Spec Modification (PCO 221) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 083 CSL Testing Spec Modification - signed.pdf,CO 83,MEDIUM,Change Orders,.PDF,0.13,2021-03-30,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 076-100/083_CSL Testing Spec Modification (PCO 221) (Executed)/Executed CO (Final Docs)/C9015 CO 083 CSL Testing Spec Modification - signed.pdf
783,084_COS Cut-In Signal Loops (PCO 108) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 084 COS Cut-in Signal Loops - signed.pdf,CO 84,MEDIUM,Change Orders,.PDF,0.14,2021-03-31,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 076-100/084_COS Cut-In Signal Loops (PCO 108) (Executed)/Executed CO (Final Docs)/C9015 CO 084 COS Cut-in Signal Loops - signed.pdf
784,085_Incr Cond Size at St Crossings (PCO 204) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 085 Incr Cond Size at St Crossings - signed.pdf,CO 85,MEDIUM,Change Orders,.PDF,1.49,2021-05-13,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 076-100/085_Incr Cond Size at St Crossings (PCO 204) (Executed)/Executed CO (Final Docs)/C9015 CO 085 Incr Cond Size at St Crossings - signed.pdf
785,086_Sign Brdg Repair Wknd Closure (PCO 140) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 086 Sign Brdg Repair Wknd Closure - signed.pdf,CO 86,MEDIUM,Change Orders,.PDF,0.14,2021-04-19,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 076-100/086_Sign Brdg Repair Wknd Closure (PCO 140) (Executed)/Executed CO (Final Docs)/C9015 CO 086 Sign Brdg Repair Wknd Closure - signed.pdf
786,087_24th Ave Signal Ctrl Cab Parts (PCO 166) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 087 24th Ave Signal Ctrl Cab Parts - signed.pdf,CO 87,MEDIUM,Change Orders,.PDF,0.11,2021-04-26,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 076-100/087_24th Ave Signal Ctrl Cab Parts (PCO 166) (Executed)/Executed CO (Final Docs)/C9015 CO 087 24th Ave Signal Ctrl Cab Parts - signed.pdf
787,088_SPR Lighting Service Cabinet (PCO 189) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 088 SPR Lighting Service Cabinet - signed.pdf,CO 88,MEDIUM,Change Orders,.PDF,0.14,2021-03-23,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 076-100/088_SPR Lighting Service Cabinet (PCO 189) (Executed)/Executed CO (Final Docs)/C9015 CO 088 SPR Lighting Service Cabinet - signed.pdf
788,089_LED Underlid Ltg Spare Parts (PCO 051) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 089 LED Underlid Ltg Spare Parts - signed.pdf,CO 89,MEDIUM,Change Orders,.PDF,0.14,2021-04-26,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 076-100/089_LED Underlid Ltg Spare Parts (PCO 051) (Executed)/Executed CO (Final Docs)/C9015 CO 089 LED Underlid Ltg Spare Parts - signed.pdf
789,090_Roanoke Plaza Re-Design Work (PCO 224) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 090 Roanoke Plaza Re-design - signed.pdf,CO 90,MEDIUM,Change Orders,.PDF,1.95,2021-09-21,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 076-100/090_Roanoke Plaza Re-Design Work (PCO 224) (Executed)/Executed CO (Final Docs)/C9015 CO 090 Roanoke Plaza Re-design - signed.pdf
790,091_Barge Requirements (PCO 232) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 091 Barge Requirements - signed.pdf,CO 91,MEDIUM,Change Orders,.PDF,0.12,2021-05-05,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 076-100/091_Barge Requirements (PCO 232) (Executed)/Executed CO (Final Docs)/C9015 CO 091 Barge Requirements - signed.pdf
791,092_Staging Area Modification (PCO 234) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 092 Staging Area Modification - signed.pdf,CO 92,MEDIUM,Change Orders,.PDF,1.11,2021-04-26,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 076-100/092_Staging Area Modification (PCO 234) (Executed)/Executed CO (Final Docs)/C9015 CO 092 Staging Area Modification - signed.pdf
792,093_Remove 6 Vib Monitors on WABN (PCO 231) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 093 Remove 6 Vib Monitors on WABN - signed.pdf,CO 93,MEDIUM,Change Orders,.PDF,0.12,2021-05-27,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 076-100/093_Remove 6 Vib Monitors on WABN (PCO 231) (Executed)/Executed CO (Final Docs)/C9015 CO 093 Remove 6 Vib Monitors on WABN - signed.pdf
793,094_SR 520-6A Bent 2 Demo Changes (PCO 124) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 094 SR 520-6A Bent 2 Demo Changes - signed.pdf,CO 94,MEDIUM,Change Orders,.PDF,1.96,2021-05-06,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 076-100/094_SR 520-6A Bent 2 Demo Changes (PCO 124) (Executed)/Executed CO (Final Docs)/C9015 CO 094 SR 520-6A Bent 2 Demo Changes - signed.pdf
794,095_Signage for Flammable Cargo (PCO 222) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 095 Signage for Flammable Cargo - signed.pdf,CO 95,MEDIUM,Change Orders,.PDF,1.45,2021-06-01,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 076-100/095_Signage for Flammable Cargo (PCO 222) (Executed)/Executed CO (Final Docs)/C9015 CO 095 Signage for Flammable Cargo - signed.pdf
796,097_Montlake South Const Limits (PCO 216) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 097 Montlake South Const Limits - signed.pdf,CO 97,MEDIUM,Change Orders,.PDF,1.3,2021-08-03,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 076-100/097_Montlake South Const Limits (PCO 216) (Executed)/Executed CO (Final Docs)/C9015 CO 097 Montlake South Const Limits - signed.pdf
797,098_WABS Column Core Mix Design (PCO 235) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 098 WABS Column Core Mix Design - signed.pdf,CO 98,MEDIUM,Change Orders,.PDF,0.12,2021-05-27,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 076-100/098_WABS Column Core Mix Design (PCO 235) (Executed)/Executed CO (Final Docs)/C9015 CO 098 WABS Column Core Mix Design - signed.pdf
798,099_SIP Forms for Tub Girders (PCO 223) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 099 SIP Forms for Tub Girders - signed.pdf,CO 99,MEDIUM,Change Orders,.PDF,0.12,2021-05-27,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 076-100/099_SIP Forms for Tub Girders (PCO 223) (Executed)/Executed CO (Final Docs)/C9015 CO 099 SIP Forms for Tub Girders - signed.pdf
638,Community Workforce Agreement,5. Community Workforce Agreement (CWA),5 - Community Workforce Agreement,Needs Review,,Appendix Z1.pdf,Z1,MEDIUM,Agreements/TCAs,.PDF,5.07,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/Z - Community Workforce Agreement/Appendix Z1/Appendix Z1.pdf
638,Community Workforce Agreement,5. Community Workforce Agreement (CWA),5 - Community Workforce Agreement,Needs Review,,Community-Workforce-Agreement-Amendment1.pdf,Z1,MEDIUM,Agreements/TCAs,.PDF,1.22,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/Z - Community Workforce Agreement/Appendix Z1.A/Community-Workforce-Agreement-Amendment1.pdf
120,Amendments to Standard Specifications,7. RFP Appendices (Contract Documents),7 - Appendices: B - Specifications,Needs Review,,Appendix B1.pdf,B1,MEDIUM,Specifications,.PDF,0.56,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/B - Specifications/Appendix B1/Appendix B1.pdf
120,Amendments to Standard Specifications,7. RFP Appendices (Contract Documents),7 - Appendices: B - Specifications,Needs Review,,Appendix B14.pdf,B14,MEDIUM,Specifications,.PDF,8.51,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/B - Specifications/Appendix B14/Appendix B14.pdf
120,Amendments to Standard Specifications,7. RFP Appendices (Contract Documents),7 - Appendices: B - Specifications,Needs Review,,Appendix B15.pdf,B15,MEDIUM,Specifications,.PDF,0.08,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/B - Specifications/Appendix B15/Appendix B15.pdf
120,Amendments to Standard Specifications,7. RFP Appendices (Contract Documents),7 - Appendices: B - Specifications,Needs Review,,Appendix B16.pdf,B16,MEDIUM,Specifications,.PDF,0.32,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/B - Specifications/Appendix B16/Appendix B16.pdf
120,Amendments to Standard Specifications,7. RFP Appendices (Contract Documents),7 - Appendices: B - Specifications,Needs Review,,Appendix B2.pdf,B2,MEDIUM,Specifications,.PDF,4.58,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/B - Specifications/Appendix B2/Appendix B2.pdf
120,Amendments to Standard Specifications,7. RFP Appendices (Contract Documents),7 - Appendices: B - Specifications,Needs Review,,Appendix B3.A.pdf,B3,MEDIUM,Specifications,.PDF,0.66,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/B - Specifications/Appendix B3/Appendix B3.A/Appendix B3.A.pdf
120,Amendments to Standard Specifications,7. RFP Appendices (Contract Documents),7 - Appendices: B - Specifications,Needs Review,,Appendix B3.B.pdf,B3,MEDIUM,Specifications,.PDF,1.62,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/B - Specifications/Appendix B3/Appendix B3.B/Appendix B3.B.pdf
120,Amendments to Standard Specifications,7. RFP Appendices (Contract Documents),7 - Appendices: B - Specifications,Needs Review,,Appendix B4.A.pdf,B4,MEDIUM,Specifications,.PDF,0.3,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/B - Specifications/Appendix B4/Appendix B4.A/Appendix B4.A.pdf
120,Amendments to Standard Specifications,7. RFP Appendices (Contract Documents),7 - Appendices: B - Specifications,Needs Review,,Appendix B4.B.pdf,B4,MEDIUM,Specifications,.PDF,0.37,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/B - Specifications/Appendix B4/Appendix B4.B/Appendix B4.B.pdf
120,Amendments to Standard Specifications,7. RFP Appendices (Contract Documents),7 - Appendices: B - Specifications,Needs Review,,Appendix B5.A.pdf,B5,MEDIUM,Specifications,.PDF,0.29,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/B - Specifications/Appendix B5/Appendix B5.A/Appendix B5.A.pdf
120,Amendments to Standard Specifications,7. RFP Appendices (Contract Documents),7 - Appendices: B - Specifications,Needs Review,,Appendix B5.B.pdf,B5,MEDIUM,Specifications,.PDF,0.51,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/B - Specifications/Appendix B5/Appendix B5.B/Appendix B5.B.pdf
120,Amendments to Standard Specifications,7. RFP Appendices (Contract Documents),7 - Appendices: B - Specifications,Needs Review,,Appendix B6.A.pdf,B6,MEDIUM,Specifications,.PDF,0.05,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/B - Specifications/Appendix B6/Appendix B6.A/Appendix B6.A.pdf
120,Amendments to Standard Specifications,7. RFP Appendices (Contract Documents),7 - Appendices: B - Specifications,Needs Review,,Appendix B6.B.pdf,B6,MEDIUM,Specifications,.PDF,0.18,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/B - Specifications/Appendix B6/Appendix B6.B/Appendix B6.B.pdf
120,Amendments to Standard Specifications,7. RFP Appendices (Contract Documents),7 - Appendices: B - Specifications,Needs Review,,Appendix B7.A.pdf,B7,MEDIUM,Specifications,.PDF,0.1,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/B - Specifications/Appendix B7/Appendix B7.A/Appendix B7.A.pdf
120,Amendments to Standard Specifications,7. RFP Appendices (Contract Documents),7 - Appendices: B - Specifications,Needs Review,,Appendix B7.B.pdf,B7,MEDIUM,Specifications,.PDF,0.16,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/B - Specifications/Appendix B7/Appendix B7.B/Appendix B7.B.pdf
120,Amendments to Standard Specifications,7. RFP Appendices (Contract Documents),7 - Appendices: B - Specifications,Needs Review,,B15 Cove Sheet.pdf,B15,MEDIUM,Specifications,.PDF,0.12,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/B - Specifications/Appendix B15/B15 Cove Sheet.pdf
135,Environmental Commitments List,7. RFP Appendices (Contract Documents),7 - Appendices: C - Commitments List,Needs Review,,Appendix C1.pdf,C1,MEDIUM,Agreements/TCAs,.PDF,0.18,2019-11-26,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/C - Commitments List/Appendix C1/Appendix C1.pdf
286,Chemical Treatment Form,7. RFP Appendices (Contract Documents),7 - Appendices: F - Forms,Needs Review,,Appendix F Cover_Sheet.pdf,F,MEDIUM,Project Administration,.PDF,0.12,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/F - Forms/Appendix F Cover_Sheet.pdf
286,Chemical Treatment Form,7. RFP Appendices (Contract Documents),7 - Appendices: F - Forms,Needs Review,,Appendix F1.pdf,F1,MEDIUM,Project Administration,.PDF,0.43,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/F - Forms/Appendix F1/Appendix F1.pdf
