Doc_Number,Document_Name,Full_Name,Category,Document_Type,Contract_Section,Review_Status,Notes,Files_Count,Representative_File,File_Path
526,NWR Signing Current Practices,WSDOT Northwest Region Signing Current Practices,T - Traffic,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,Appendix T14.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/T - Traffic/Appendix T14/Appendix T14.pdf
527,NWR Traffic Operations Redbook,WSDOT Northwest Region Traffic Operations Redbook,T - Traffic,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,Appendix T13.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/T - Traffic/Appendix T13/Appendix T13.pdf
528,Preferred Alternative Traffic Operations Report,Preferred Alternative Traffic Operations Report Technical Memorandum,T - Traffic,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,Appendix T28.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/T - Traffic/Appendix T28/Appendix T28.pdf
529,SDOT Discretionary Guide Signs,Seattle Department of Transportation DOT Discretionary Guide Signs Standard Practice,T - Traffic,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,Appendix T20.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/T - Traffic/Appendix T20/Appendix T20.pdf
530,SDOT Pedestrian Mobility Work Zones,Seattle Department of Transportation Director's Rule 10-2015: Pedestrian Mobility In and Around Work Zones,T - Traffic,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,T19 Cover Sheet.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/T - Traffic/Appendix T19/T19 Cover Sheet.pdf
531,SDOT Sign Catalog,Seattle Department of Transportation Sign Catalog,T - Traffic,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,T24 Cover Sheet.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/T - Traffic/Appendix T24/T24 Cover Sheet.pdf
532,SDOT VISSIM SCOOT Deployment Memo,SDOT Adaptive VISSIM Modeling - SCOOT Deployment Cost Estimation Memo dated August 19 2016,T - Traffic,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,T17 Cover Sheet.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/T - Traffic/Appendix T17/T17 Cover Sheet.pdf
533,SIDRA Policy Settings,WSDOT SIDRA Policy Settings,T - Traffic,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,Appendix T15.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/T - Traffic/Appendix T15/Appendix T15.pdf
534,Signal Turn-On Checklist,WSDOT Signal Turn-On Checklist,T - Traffic,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,Appendix T8.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/T - Traffic/Appendix T8/Appendix T8.pdf
535,Signing Inventory Form,WSDOT Signing Inventory Form,T - Traffic,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,T25 Cover Sheet.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/T - Traffic/Appendix T25/T25 Cover Sheet.pdf
536,Speed Limit Reductions Work Zones,Speed Limit Reductions in Work Zones,T - Traffic,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,T5 Cover Sheet.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/T - Traffic/Appendix T5/T5 Cover Sheet.pdf
537,State Force Work Memo 1,State Force Work Memorandum #1,T - Traffic,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,Appendix T22.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/T - Traffic/Appendix T22/Appendix T22.pdf
538,State Force Work Memo 2,State Force Work Memorandum #2,T - Traffic,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,T23 Cover Sheet.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/T - Traffic/Appendix T23/T23 Cover Sheet.pdf
539,VISSIM Confidence Calibration AM,VISSIM Confidence and Calibration AM,T - Traffic,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,T26.A.1 Cover Sheet.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/T - Traffic/Appendix T26/Appendix T26.A/T26.A.1/T26.A.1 Cover Sheet.pdf
540,VISSIM Confidence Calibration Mid,VISSIM Confidence and Calibration Mid,T - Traffic,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,T26.A.2 Cover Sheet.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/T - Traffic/Appendix T26/Appendix T26.A/T26.A.2/T26.A.2 Cover Sheet.pdf
541,VISSIM Confidence Calibration PM,VISSIM Confidence and Calibration PM,T - Traffic,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,T26.A.3 Cover Sheet.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/T - Traffic/Appendix T26/Appendix T26.A/T26.A.3/T26.A.3 Cover Sheet.pdf
542,VISSIM Confidence Calibration Report,VISSIM Model Confidence and Calibration Report Technical Memorandum,T - Traffic,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,Appendix T29.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/T - Traffic/Appendix T29/Appendix T29.pdf
543,VISSIM Montlake Phase AM,VISSIM Montlake Phase AM,T - Traffic,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,T26.B.1 Cover Sheet.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/T - Traffic/Appendix T26/Appendix T26.B/T26.B.1/T26.B.1 Cover Sheet.pdf
544,VISSIM Montlake Phase Mid,VISSIM Montlake Phase Mid,T - Traffic,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,T26.B.2 Cover Sheet.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/T - Traffic/Appendix T26/Appendix T26.B/T26.B.2/T26.B.2 Cover Sheet.pdf
545,VISSIM Montlake Phase PM,VISSIM Montlake Phase PM,T - Traffic,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,T26.B.3 Cover Sheet.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/T - Traffic/Appendix T26/Appendix T26.B/T26.B.3/T26.B.3 Cover Sheet.pdf
546,VISSIM Preferred Alternative AM,VISSIM Preferred Alternative AM,T - Traffic,Appendix,7. RFP Appendices (Contract Documents),Not Started,,0,,
547,VISSIM Preferred Alternative Mid,VISSIM Preferred Alternative Mid,T - Traffic,Appendix,7. RFP Appendices (Contract Documents),Not Started,,0,,
548,VISSIM Preferred Alternative PM,VISSIM Preferred Alternative PM,T - Traffic,Appendix,7. RFP Appendices (Contract Documents),Not Started,,0,,
549,WSDOT VISSIM Protocol,WSDOT Protocol for VISSIM Simulation,T - Traffic,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,Appendix T30.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/T - Traffic/Appendix T30/Appendix T30.pdf
550,WSP Traffic Control Assistance,WSP Traffic Control Assistance in Work Zones,T - Traffic,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,Appendix T7.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/T - Traffic/Appendix T7/Appendix T7.pdf
551,Work Zone Safety and Mobility,Work Zone Safety and Mobility,T - Traffic,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,Appendix T6.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/T - Traffic/Appendix T6/Appendix T6.pdf
552,Metro Transit Passenger Facility Architectural,Metro Transit Passenger Facility - Architectural Plans,TF - Transit Facilities,Appendix,7. RFP Appendices (Contract Documents),Not Started,,6,Appendix TF2.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/TF - Transit Facilities/Appendix TF2/Appendix TF2.pdf
553,Metro Transit Passenger Facility Details,Metro Transit Passenger Facility - Standard Metro Details,TF - Transit Facilities,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,Appendix TF3.B.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/TF - Transit Facilities/Appendix TF3/Appendix TF3.B/Appendix TF3.B.pdf
554,Metro Transit Passenger Facility Structural,Metro Transit Passenger Facility - Structural Plans,TF - Transit Facilities,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,Appendix TF3.A.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/TF - Transit Facilities/Appendix TF3/Appendix TF3.A/Appendix TF3.A.pdf
555,Metro Transit Signing Standards Manual,Metro Transit Signing Standards Manual,TF - Transit Facilities,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,Appendix TF5.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/TF - Transit Facilities/Appendix TF5/Appendix TF5.pdf
556,Metro Transit Trolley Overhead Standards,Metro Transit Trolley Overhead Standards,TF - Transit Facilities,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,Appendix TF4.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/TF - Transit Facilities/Appendix TF4/Appendix TF4.pdf
557,Metro Transportation Facility Design Guidelines,Metro Transportation Facility Design Guidelines,TF - Transit Facilities,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,Appendix TF2.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/TF - Transit Facilities/Appendix TF2/Appendix TF2.pdf
558,108 Inch CSS CCTV Inspection,108 Inch CSS CCTV SR 520 Montlake Blvd MH N20-04B- to N20-04A,U - Utilities,Appendix,7. RFP Appendices (Contract Documents),Not Started,,63,14_Appendix_U8.D.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/U - Utilities/Appendix U8/Appendix U8.D/14_Appendix_U8.D.pdf
559,108 Inch CSS CCTV Report,108 Inch CSS CCTV Inspection Report,U - Utilities,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,U2.A.1 Cover Sheet.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/U - Utilities/Appendix U2/Appendix U2.A/Appendix U2.A.1/U2.A.1 Cover Sheet.pdf
560,114 Inch CSS CCTV Inspection,114 Inch CCTV SR520 Montlake Blvd MH N20-04 A to N20-04,U - Utilities,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,U2.B.1 Cover Sheet.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/U - Utilities/Appendix U2/Appendix U2.B/Appendix U2.B.1/U2.B.1 Cover Sheet.pdf
561,114 Inch CSS CCTV Report,114 Inch CSS CCTV Inspection Report SR 520 Montlake Blvd,U - Utilities,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,U2.B.1 Cover Sheet.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/U - Utilities/Appendix U2/Appendix U2.B/Appendix U2.B.1/U2.B.1 Cover Sheet.pdf
562,42 Inch CSS CCTV Inspection,42 Inch CSS CCTV SR 520 Montlake Blvd N20-04B to N20-04A,U - Utilities,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,U2.C.1 Cover Sheet.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/U - Utilities/Appendix U2/Appendix U2.C/Appendix U2.C.1/U2.C.1 Cover Sheet.pdf
563,42 Inch CSS CCTV Report,42 Inch CSS CCTV Report SR 520 Montlake Blvd,U - Utilities,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,Appendix U2.C.2.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/U - Utilities/Appendix U2/Appendix U2.C/Appendix U2.C.2/Appendix U2.C.2.pdf
564,CSS Water Line Potholing Locations,SR 520 Montlake Vicinity CSS and Water Line Potholing Locations and Preliminary Results,U - Utilities,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,U2.D Cover Sheet.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/U - Utilities/Appendix U2/Appendix U2.D/U2.D Cover Sheet.pdf
565,CSS Water Line Potholing Results,SR 520 Montlake Vicinity CSS and Water Line Potholing Final Results,U - Utilities,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,U2.D Cover Sheet.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/U - Utilities/Appendix U2/Appendix U2.D/U2.D Cover Sheet.pdf
566,CenturyLink Fiber Optic As-Built,CenturyLink - Fiber Optic,U - Utilities,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,U1.A Cover Sheet.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/U - Utilities/Appendix U1/Appendix U1.A/U1.A Cover Sheet.pdf
567,CenturyLink Franchise Permits,CenturyLink Franchise and Permits,U - Utilities,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,U10.A Cover Sheet.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/U - Utilities/Appendix U10/Appendix U10.A/U10.A Cover Sheet.pdf
568,Comcast Cable Television As-Built,Comcast - Cable Television,U - Utilities,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,U1.B Cover Sheet.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/U - Utilities/Appendix U1/Appendix U1.B/U1.B Cover Sheet.pdf
569,Comcast Franchise Permits,Comcast Corp Franchise and Permits,U - Utilities,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,U10.B Cover Sheet.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/U - Utilities/Appendix U10/Appendix U10.B/U10.B Cover Sheet.pdf
570,Comcast MOU,Comcast MOU,U - Utilities,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,Appendix U9.A.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/U - Utilities/Appendix U9/Appendix U9.A/Appendix U9.A.pdf
571,FreshChoice Franchise,FreshChoice,U - Utilities,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,U10.C Cover Sheet.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/U - Utilities/Appendix U10/Appendix U10.C/U10.C Cover Sheet.pdf
572,Integra Telecom Franchise Permits,Integra Telecom Franchise and Permits,U - Utilities,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,U10.D Cover Sheet.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/U - Utilities/Appendix U10/Appendix U10.D/U10.D Cover Sheet.pdf
573,KCWTD Design-Build Agreement,UTB1242 KCWTD DB Agreement and Exhibits,U - Utilities,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,Appendix U8.A.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/U - Utilities/Appendix U8/Appendix U8.A/Appendix U8.A.pdf
574,KCWTD Feasibility Study,KCWTD Feasibility Study,U - Utilities,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,Appendix U6.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/U - Utilities/Appendix U6/Appendix U6.pdf
575,King County Metro As-Built,King County Metro,U - Utilities,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,U1.D Cover Sheet.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/U - Utilities/Appendix U1/Appendix U1.D/U1.D Cover Sheet.pdf
576,King County Metro Design-Build Agreement,UTB1261 KCMT DB Agreement and Exhibits,U - Utilities,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,Appendix U8.E.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/U - Utilities/Appendix U8/Appendix U8.E/Appendix U8.E.pdf
