Doc_Number,Priority,Review_Status,Document_Type,Category,Appendix_Number,Filename,Subfolder,File_Type,Size_MB,Modified_Date,Closeout_Requirements_Found,Notes,Follow_Up_Required,Reviewer,Review_Date,Full_Path
506,MEDIUM,Not Started,Design Documents,7 - Appendices: S - Structures,S1,Appendix S1.pdf,Appendix S1,.PDF,0.17,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/S - Structures/Appendix S1/Appendix S1.pdf
506,MEDIUM,Not Started,Design Documents,7 - Appendices: S - Structures,S10,Appendix S10.pdf,Appendix S10,.PDF,7.81,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/S - Structures/Appendix S10/Appendix S10.pdf
506,MEDIUM,Not Started,Design Documents,7 - Appendices: S - Structures,S11,Appendix S11.pdf,Appendix S11,.PDF,1.08,2021-03-16,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/S - Structures/Appendix S11/Appendix S11.pdf
506,MEDIUM,Not Started,Design Documents,7 - Appendices: S - Structures,S12,Appendix S12.pdf,Appendix S12,.PDF,0.11,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/S - Structures/Appendix S12/Appendix S12.pdf
506,MEDIUM,Not Started,Design Documents,7 - Appendices: S - Structures,S2,Appendix S2.pdf,Appendix S2,.PDF,0.1,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/S - Structures/Appendix S2/Appendix S2.pdf
506,MEDIUM,Not Started,Design Documents,7 - Appendices: S - Structures,S3,Appendix S3.pdf,Appendix S3,.PDF,0.1,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/S - Structures/Appendix S3/Appendix S3.pdf
506,MEDIUM,Not Started,Design Documents,7 - Appendices: S - Structures,S4,Appendix S4.pdf,Appendix S4,.PDF,24.87,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/S - Structures/Appendix S4/Appendix S4.pdf
506,MEDIUM,Not Started,Design Documents,7 - Appendices: S - Structures,S5,Appendix S5.pdf,Appendix S5,.PDF,0.03,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/S - Structures/Appendix S5/Appendix S5.pdf
506,MEDIUM,Not Started,Design Documents,7 - Appendices: S - Structures,S6,Appendix S6.pdf,Appendix S6,.PDF,0.02,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/S - Structures/Appendix S6/Appendix S6.pdf
506,MEDIUM,Not Started,Design Documents,7 - Appendices: S - Structures,S7,Appendix S7.pdf,Appendix S7,.PDF,16.94,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/S - Structures/Appendix S7/Appendix S7.pdf
506,MEDIUM,Not Started,Design Documents,7 - Appendices: S - Structures,S8,Appendix S8.pdf,Appendix S8,.PDF,15.02,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/S - Structures/Appendix S8/Appendix S8.pdf
506,MEDIUM,Not Started,Design Documents,7 - Appendices: S - Structures,S9,Appendix S9.pdf,Appendix S9,.PDF,4.59,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/S - Structures/Appendix S9/Appendix S9.pdf
506,MEDIUM,Not Started,Design Documents,7 - Appendices: S - Structures,,S Cover Sheet.pdf,,.PDF,0.08,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/S - Structures/S Cover Sheet.pdf
506,MEDIUM,Not Started,Design Documents,7 - Appendices: S - Structures,S1,S1 Cover Sheet.pdf,Appendix S1,.PDF,0.08,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/S - Structures/Appendix S1/S1 Cover Sheet.pdf
506,MEDIUM,Not Started,Design Documents,7 - Appendices: S - Structures,S10,S10 Cover Sheet.pdf,Appendix S10,.PDF,0.08,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/S - Structures/Appendix S10/S10 Cover Sheet.pdf
506,MEDIUM,Not Started,Design Documents,7 - Appendices: S - Structures,S11,S11 Cover Sheet.pdf,Appendix S11,.PDF,0.08,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/S - Structures/Appendix S11/S11 Cover Sheet.pdf
506,MEDIUM,Not Started,Design Documents,7 - Appendices: S - Structures,S12,S12 Cover Sheet.pdf,Appendix S12,.PDF,0.08,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/S - Structures/Appendix S12/S12 Cover Sheet.pdf
506,MEDIUM,Not Started,Design Documents,7 - Appendices: S - Structures,S2,S2 Cover Sheet.pdf,Appendix S2,.PDF,0.08,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/S - Structures/Appendix S2/S2 Cover Sheet.pdf
506,MEDIUM,Not Started,Design Documents,7 - Appendices: S - Structures,S3,S3 Cover Sheet.pdf,Appendix S3,.PDF,0.08,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/S - Structures/Appendix S3/S3 Cover Sheet.pdf
506,MEDIUM,Not Started,Design Documents,7 - Appendices: S - Structures,S4,S4 Cover Sheet.pdf,Appendix S4,.PDF,0.08,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/S - Structures/Appendix S4/S4 Cover Sheet.pdf
506,MEDIUM,Not Started,Design Documents,7 - Appendices: S - Structures,S5,S5 Cover Sheet.pdf,Appendix S5,.PDF,0.08,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/S - Structures/Appendix S5/S5 Cover Sheet.pdf
506,MEDIUM,Not Started,Design Documents,7 - Appendices: S - Structures,S6,S6 Cover Sheet.pdf,Appendix S6,.PDF,0.08,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/S - Structures/Appendix S6/S6 Cover Sheet.pdf
506,MEDIUM,Not Started,Design Documents,7 - Appendices: S - Structures,S7,S7 Cover Sheet.pdf,Appendix S7,.PDF,0.08,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/S - Structures/Appendix S7/S7 Cover Sheet.pdf
506,MEDIUM,Not Started,Design Documents,7 - Appendices: S - Structures,S8,S8 Cover Sheet.pdf,Appendix S8,.PDF,0.08,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/S - Structures/Appendix S8/S8 Cover Sheet.pdf
506,MEDIUM,Not Started,Design Documents,7 - Appendices: S - Structures,S9,S9 Cover Sheet.pdf,Appendix S9,.PDF,0.08,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/S - Structures/Appendix S9/S9 Cover Sheet.pdf
518,MEDIUM,Not Started,Traffic & Transportation,7 - Appendices: T - Traffic,T4,12_Appendix_T4.A.pdf,Appendix T4/Appendix T4.A,.PDF,0.32,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/T - Traffic/Appendix T4/Appendix T4.A/12_Appendix_T4.A.pdf
518,MEDIUM,Not Started,Traffic & Transportation,7 - Appendices: T - Traffic,T4,13_Appendix_T4.B.pdf,Appendix T4/Appendix T4.B,.PDF,0.7,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/T - Traffic/Appendix T4/Appendix T4.B/13_Appendix_T4.B.pdf
518,MEDIUM,Not Started,Traffic & Transportation,7 - Appendices: T - Traffic,T,Appendix T Cover Sheet.pdf,,.PDF,0.08,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/T - Traffic/Appendix T Cover Sheet.pdf
518,MEDIUM,Not Started,Traffic & Transportation,7 - Appendices: T - Traffic,T1,Appendix T1.pdf,Appendix T1,.PDF,10.73,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/T - Traffic/Appendix T1/Appendix T1.pdf
518,MEDIUM,Not Started,Traffic & Transportation,7 - Appendices: T - Traffic,T10,Appendix T10.pdf,Appendix T10,.PDF,1.13,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/T - Traffic/Appendix T10/Appendix T10.pdf
518,MEDIUM,Not Started,Traffic & Transportation,7 - Appendices: T - Traffic,T12,Appendix T12.pdf,Appendix T12,.PDF,47.13,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/T - Traffic/Appendix T12/Appendix T12.pdf
518,MEDIUM,Not Started,Traffic & Transportation,7 - Appendices: T - Traffic,T13,Appendix T13.pdf,Appendix T13,.PDF,19.59,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/T - Traffic/Appendix T13/Appendix T13.pdf
518,MEDIUM,Not Started,Traffic & Transportation,7 - Appendices: T - Traffic,T14,Appendix T14.pdf,Appendix T14,.PDF,0.81,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/T - Traffic/Appendix T14/Appendix T14.pdf
518,MEDIUM,Not Started,Traffic & Transportation,7 - Appendices: T - Traffic,T15,Appendix T15.pdf,Appendix T15,.PDF,0.31,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/T - Traffic/Appendix T15/Appendix T15.pdf
518,MEDIUM,Not Started,Traffic & Transportation,7 - Appendices: T - Traffic,T17,Appendix T17.pdf,Appendix T17,.PDF,0.19,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/T - Traffic/Appendix T17/Appendix T17.pdf
518,MEDIUM,Not Started,Traffic & Transportation,7 - Appendices: T - Traffic,T18,Appendix T18.pdf,Appendix T18,.PDF,0.37,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/T - Traffic/Appendix T18/Appendix T18.pdf
518,MEDIUM,Not Started,Traffic & Transportation,7 - Appendices: T - Traffic,T19,Appendix T19.pdf,Appendix T19,.PDF,5.79,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/T - Traffic/Appendix T19/Appendix T19.pdf
518,MEDIUM,Not Started,Traffic & Transportation,7 - Appendices: T - Traffic,T2,Appendix T2.pdf,Appendix T2,.PDF,1.19,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/T - Traffic/Appendix T2/Appendix T2.pdf
518,MEDIUM,Not Started,Traffic & Transportation,7 - Appendices: T - Traffic,T20,Appendix T20.pdf,Appendix T20,.PDF,0.41,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/T - Traffic/Appendix T20/Appendix T20.pdf
518,MEDIUM,Not Started,Traffic & Transportation,7 - Appendices: T - Traffic,T22,Appendix T22.pdf,Appendix T22,.PDF,1.19,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/T - Traffic/Appendix T22/Appendix T22.pdf
518,MEDIUM,Not Started,Traffic & Transportation,7 - Appendices: T - Traffic,T23,Appendix T23.pdf,Appendix T23,.PDF,1.25,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/T - Traffic/Appendix T23/Appendix T23.pdf
518,MEDIUM,Not Started,Traffic & Transportation,7 - Appendices: T - Traffic,T24,Appendix T24.pdf,Appendix T24,.PDF,20.61,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/T - Traffic/Appendix T24/Appendix T24.pdf
518,MEDIUM,Not Started,Traffic & Transportation,7 - Appendices: T - Traffic,T25,Appendix T25.pdf,Appendix T25,.PDF,0.03,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/T - Traffic/Appendix T25/Appendix T25.pdf
518,MEDIUM,Not Started,Traffic & Transportation,7 - Appendices: T - Traffic,T27,Appendix T27.pdf,Appendix T27,.PDF,5.09,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/T - Traffic/Appendix T27/Appendix T27.pdf
518,MEDIUM,Not Started,Traffic & Transportation,7 - Appendices: T - Traffic,T28,Appendix T28.pdf,Appendix T28,.PDF,3.07,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/T - Traffic/Appendix T28/Appendix T28.pdf
518,MEDIUM,Not Started,Traffic & Transportation,7 - Appendices: T - Traffic,T29,Appendix T29.pdf,Appendix T29,.PDF,3.27,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/T - Traffic/Appendix T29/Appendix T29.pdf
518,MEDIUM,Not Started,Traffic & Transportation,7 - Appendices: T - Traffic,T30,Appendix T30.pdf,Appendix T30,.PDF,1.57,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/T - Traffic/Appendix T30/Appendix T30.pdf
518,MEDIUM,Not Started,Traffic & Transportation,7 - Appendices: T - Traffic,T5,Appendix T5.pdf,Appendix T5,.PDF,0.48,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/T - Traffic/Appendix T5/Appendix T5.pdf
518,MEDIUM,Not Started,Traffic & Transportation,7 - Appendices: T - Traffic,T6,Appendix T6.pdf,Appendix T6,.PDF,0.47,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/T - Traffic/Appendix T6/Appendix T6.pdf
518,MEDIUM,Not Started,Traffic & Transportation,7 - Appendices: T - Traffic,T7,Appendix T7.pdf,Appendix T7,.PDF,1.45,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/T - Traffic/Appendix T7/Appendix T7.pdf
518,MEDIUM,Not Started,Traffic & Transportation,7 - Appendices: T - Traffic,T8,Appendix T8.pdf,Appendix T8,.PDF,0.04,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/T - Traffic/Appendix T8/Appendix T8.pdf
518,MEDIUM,Not Started,Traffic & Transportation,7 - Appendices: T - Traffic,T9,Appendix T9.pdf,Appendix T9,.PDF,2.35,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/T - Traffic/Appendix T9/Appendix T9.pdf
518,MEDIUM,Not Started,Traffic & Transportation,7 - Appendices: T - Traffic,T1,T1 Cover Sheet.pdf,Appendix T1,.PDF,0.08,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/T - Traffic/Appendix T1/T1 Cover Sheet.pdf
518,MEDIUM,Not Started,Traffic & Transportation,7 - Appendices: T - Traffic,T10,T10 Cover Sheet.pdf,Appendix T10,.PDF,0.08,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/T - Traffic/Appendix T10/T10 Cover Sheet.pdf
518,MEDIUM,Not Started,Traffic & Transportation,7 - Appendices: T - Traffic,T12,T12 Cover Sheet.pdf,Appendix T12,.PDF,0.08,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/T - Traffic/Appendix T12/T12 Cover Sheet.pdf
518,MEDIUM,Not Started,Traffic & Transportation,7 - Appendices: T - Traffic,T13,T13 Cover Sheet.pdf,Appendix T13,.PDF,0.08,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/T - Traffic/Appendix T13/T13 Cover Sheet.pdf
